section,lat,lng,unit_PRICE,PRICE,health,total_size,land_size,n_land,n_build,n_park,district_id,date,built_date,floor,total_floor,build_state,use,is.comp,is.manage,is.furn,n_room,n_hall,n_bath
2015Q4,25.0521065,121.5158019,387,6e4,2,155.09,0,0,1,0,3,2015-08-12,2007-08-17,7,13,10,-1,TRUE,TRUE,TRUE,3,2,2
2015Q4,25.0261869,121.4964865,209,15e3,2,71.63,25,0,0,0,8,2015-08-24,NA,1,4,5,-1,TRUE,FALSE,TRUE,2,0,2
2015Q4,25.048493,121.5187377,651,52e3,1,79.91,0,0,1,0,3,2015-07-31,2009-07-24,13,18,10,-1,TRUE,TRUE,TRUE,2,1,1
2015Q4,25.0504258,121.5352407,302,47e3,2,155.53,0,0,1,0,11,2015-08-25,1996-10-04,4,12,10,-1,TRUE,TRUE,TRUE,3,2,2
2015Q4,25.0530928,121.5219752,458,85e3,2,185.61,0,0,1,0,11,2015-08-25,2004-06-29,5,9,6,-1,TRUE,TRUE,TRUE,3,2,2
2015Q4,25.0632995,121.5256424,381,15e4,0,394.05,0,0,1,2,11,2015-08-24,1990-10-17,8,10,1,-1,TRUE,TRUE,FALSE,5,0,0
2015Q4,25.0522466,121.537375,236,15e3,1,63.58000000000001,0,0,1,0,11,2015-08-23,1990-07-24,5,5,6,-1,TRUE,TRUE,TRUE,2,2,1
2015Q4,25.066913,121.5230068,361,12e3,1,33.25,0,0,1,0,11,2015-08-01,1982-04-19,9,10,8,-1,TRUE,TRUE,TRUE,1,0,1
2015Q4,25.082811,121.55047,457,56524,2,123.8,0,0,1,0,11,2015-08-25,1997-10-08,5,9,6,-1,TRUE,TRUE,TRUE,3,2,2
2015Q4,25.082953,121.5588705,479,61340,1,127.95,39.8,0,0,0,11,2015-05-31,2009-11-26,7,10,6,-1,TRUE,FALSE,TRUE,3,1,1
2015Q4,25.0523809,121.5371887,624,37300,1,59.74,0,0,1,0,11,2015-08-27,2006-07-13,11,14,10,-1,TRUE,TRUE,TRUE,1,1,1
2015Q4,25.0757787,121.6008501,248,44e3,2,177.42,0,0,1,1,5,2015-08-04,2002-02-04,2,12,10,-1,TRUE,TRUE,TRUE,3,2,2
2015Q4,25.0689281,121.6183404,163,2e4,2,122.91,0,0,1,0,5,2015-08-06,1986-08-07,4,5,5,-1,TRUE,FALSE,TRUE,3,2,2
2015Q4,25.0611915,121.5334002,385,12e4,0,311.86,0,0,1,0,11,2015-08-10,1980-11-03,1,11,1,-1,FALSE,TRUE,TRUE,0,0,0
2015Q4,25.082698,121.590481,243,15e3,1,61.8,0,0,1,0,5,2015-08-07,1995-05-17,5,9,6,-1,TRUE,TRUE,TRUE,1,1,1
2015Q4,25.0838003,121.5682929,216,2e4,2,92.44,0,0,1,0,5,2015-08-13,NA,4,4,5,-1,TRUE,FALSE,TRUE,3,2,2
2015Q4,25.0629946,121.5241052,684,6e4,1,87.7,0,0,1,0,11,2015-08-13,NA,1,4,5,-1,TRUE,FALSE,TRUE,0,0,1
2015Q4,25.0521478,121.5390652,454,6e4,0,132.03,0,0,1,0,11,2015-08-28,1972-12-19,7,11,1,-1,FALSE,TRUE,FALSE,0,0,0
2015Q4,25.0436277,121.5425702,576,15500,0,26.92,0,0,1,0,2,2015-08-21,1981-12-31,1,12,10,-1,FALSE,TRUE,FALSE,0,0,0
2015Q4,25.0353504,121.5328843,406,9e4,1,221.74,0,0,1,0,2,2015-08-10,1982-12-24,3,7,1,-1,TRUE,FALSE,TRUE,6,1,1
2015Q4,25.0337274,121.5365006,1153,19e4,0,164.8,0,0,1,0,2,2015-08-21,NA,1,5,3,-1,FALSE,FALSE,TRUE,0,0,0
2015Q4,25.0441415,121.5463717,2121,7e4,0,33,0,0,1,0,2,2015-08-17,NA,1,4,3,-1,FALSE,FALSE,TRUE,0,0,0
2015Q4,25.051338,121.540123,368,84e3,0,228.18,0,0,1,0,11,2015-08-13,NA,-1,3,9,-1,FALSE,FALSE,FALSE,0,0,0
2015Q4,25.058116,121.551877,293,4e4,2,136.43,0,0,1,0,7,2015-08-18,1973-08-10,3,4,5,-1,TRUE,FALSE,TRUE,3,2,2
2015Q4,25.0229399,121.572728,418,14e3,1,33.46,9.45,1,1,0,10,2015-08-29,1994-07-15,3,10,8,-1,TRUE,TRUE,TRUE,1,0,1
2015Q4,25.0541345,121.5517354,500,55e3,1,110.1,38,1,1,0,7,2015-08-25,1973-03-15,1,4,5,-1,TRUE,FALSE,FALSE,0,1,1
2015Q4,25.04251,121.578983,570,23e3,1,40.34,0,0,1,0,10,2015-08-27,2009-08-10,2,7,8,-1,TRUE,TRUE,TRUE,1,1,1
2015Q4,25.0525239,121.546849,328,26e3,1,79.35,0,0,1,1,7,2015-08-28,2010-08-03,8,10,8,-1,TRUE,TRUE,TRUE,1,1,1
2015Q4,25.045329,121.5674665,591,53e3,1,89.72999999999998,0,0,1,0,10,2015-08-21,2007-11-06,11,12,10,-1,TRUE,TRUE,TRUE,2,2,1
2015Q4,25.0322281,121.5604846,611,3e4,1,49.13,0,0,1,0,10,2015-08-18,2007-12-25,18,19,10,-1,TRUE,TRUE,TRUE,0,1,1
2015Q4,25.054026,121.545534,399,45e4,0,1127.09,3717,0,1,0,7,2015-08-12,2012-09-03,13,15,10,-1,FALSE,TRUE,TRUE,0,0,0
2015Q4,25.04492,121.5752274,276,8e3,1,29.02,0,0,0,0,10,2015-08-02,1976-04-16,3,4,8,-1,TRUE,FALSE,TRUE,1,0,1
2015Q4,25.0411038,121.5762524,631,52300,0,82.94,8.12,1,1,0,10,2015-08-01,2005-10-06,9,11,1,-1,FALSE,FALSE,TRUE,0,0,0
2015Q4,25.0539745,121.5111651,294,56800,2,193.44,0,0,1,0,3,2015-08-27,2014-03-17,8,14,10,-1,TRUE,TRUE,FALSE,3,2,2
2015Q4,25.0624304,121.5160515,240,3e4,2,124.8,0,0,1,0,3,2015-08-04,1986-04-03,3,7,6,-1,TRUE,TRUE,FALSE,3,2,2
2015Q4,25.1071035,121.5316695,387,48734,2,126,0,0,1,0,6,2015-07-30,1990-02-16,5,12,10,-1,TRUE,TRUE,TRUE,3,2,2
2015Q4,25.0970249,121.5273505,250,4e4,2,160.04000000000005,12.69,1,1,0,6,2015-08-23,1986-06-23,7,12,10,-1,TRUE,TRUE,FALSE,4,2,2
2015Q4,25.0843028,121.5694955,355,45e3,2,126.73,0,0,1,0,5,2015-08-11,2007-12-07,2,7,6,-1,TRUE,TRUE,TRUE,3,2,2
2015Q4,25.0863968,121.5655469,405,35200,0,86.93,34.45,0,1,0,5,2015-08-26,1979-09-10,1,4,3,-1,FALSE,FALSE,FALSE,0,0,0
2015Q4,25.0474392,121.5331738,310,14e3,1,45.19,0,0,1,0,11,2015-08-01,1997-05-21,4,13,10,-1,TRUE,TRUE,TRUE,1,0,1
2015Q4,25.0252442,121.5534907,631,23e3,1,36.43,0,0,1,0,2,2015-08-25,2009-01-09,5,14,10,-1,TRUE,TRUE,TRUE,1,1,1
2015Q4,25.0335589,121.5440779,488,27200,1,55.78,0,0,0,0,2,2015-08-26,1980-11-24,6,12,8,-1,TRUE,TRUE,TRUE,1,1,1
2015Q4,25.0308581,121.5463416,506,45e3,1,88.86,0,0,1,0,2,2015-08-28,2009-11-13,5,12,10,-1,TRUE,TRUE,TRUE,1,2,1
2015Q4,25.042916,121.5494161,433,4e4,0,92.31,0,0,1,0,2,2015-08-27,NA,3,14,1,-1,FALSE,FALSE,TRUE,0,0,0
2015Q4,25.041621,121.555208,511,34e3,1,66.53,9.77,1,1,0,2,2015-08-25,NA,5,12,10,-1,TRUE,TRUE,FALSE,2,1,1
2015Q4,25.043618,121.5506024,712,12e4,2,168.54,0,0,1,0,2,2015-08-17,1970-04-03,2,7,3,-1,TRUE,TRUE,FALSE,4,2,2
2015Q4,25.078471,121.551841,419,62662,2,149.54,5917.21,1,1,0,11,2015-08-26,1995-02-23,1,16,10,-1,TRUE,FALSE,TRUE,3,2,2
2015Q4,25.048526,121.5255602,249,48e3,3,192.4,0,0,1,0,11,2015-08-16,1976-11-29,6,7,6,-1,TRUE,TRUE,FALSE,2,2,3
2015Q4,25.1333733,121.5061911,233,23e3,1,98.56,124,0,1,0,1,2015-09-01,1969-05-17,-1,2,9,-1,TRUE,FALSE,TRUE,3,2,1
2015Q4,25.1163995,121.5339561,423,105760,2,250.16000000000003,0,0,1,0,6,2015-08-15,1995-11-03,18,26,10,-1,TRUE,TRUE,TRUE,3,2,2
2015Q4,25.0035019,121.5382647,203,18e3,1,88.68,0,0,1,0,9,2015-08-29,NA,3,4,5,-1,TRUE,FALSE,TRUE,3,2,1
2015Q4,25.025477,121.5229437,322,45e3,0,139.9,0,0,1,0,12,2015-09-01,NA,5,12,1,-1,FALSE,FALSE,FALSE,0,0,0
2015Q4,25.000792,121.5492126,258,42e3,2,162.99,0,0,1,0,9,2015-08-21,1982-05-10,6,7,6,-1,TRUE,FALSE,TRUE,4,3,2
2015Q4,25.0435465,121.5520954,1564,29e4,0,185.43,0,0,1,0,2,2015-08-13,1986-12-29,1,7,3,-1,FALSE,TRUE,FALSE,0,0,0
2015Q4,25.02725,121.533188,586,22e3,1,37.53,0,0,1,0,2,2015-08-06,2008-04-14,4,7,6,-1,TRUE,TRUE,TRUE,2,2,1
2015Q4,25.0334328,121.5535568,412,4e4,1,96.98,0,0,1,0,2,2015-08-09,1982-11-06,9,15,10,-1,TRUE,TRUE,TRUE,2,2,1
2015Q4,25.0432771,121.5460286,359,68e3,2,189.35,0,0,1,1,2,2015-08-12,2009-12-23,4,10,6,-1,TRUE,TRUE,TRUE,3,2,2
2015Q4,25.0445775,121.5572383,562,13e4,1,231.16,0,0,1,0,2,2015-08-02,1985-08-13,1,1,3,-1,TRUE,FALSE,FALSE,0,0,1
2015Q4,25.0819946,121.5925231,1651,13e4,0,78.76,0,0,1,0,5,2015-08-07,2013-06-07,1,12,3,-1,FALSE,TRUE,FALSE,0,0,0
2015Q4,25.0505507,121.5262629,627,27e3,1,43.05,0,0,1,0,11,2015-08-13,2011-12-08,4,7,6,-1,TRUE,TRUE,TRUE,3,1,1
2015Q4,25.0821405,121.5533893,578,33e3,2,71.15,0,0,1,1,11,2015-08-14,2003-11-21,2,8,6,-1,TRUE,TRUE,TRUE,2,2,2
2015Q4,25.0464571,121.5433196,386,61e3,2,158.21,0,0,1,0,11,2015-08-16,2007-07-10,12,15,10,-1,TRUE,TRUE,TRUE,3,2,2
2015Q4,25.085196,121.5554409,564,25e3,0,44.32,1,0,1,0,11,2015-07-15,2010-12-24,12,14,10,-1,FALSE,FALSE,TRUE,1,0,0
2015Q4,25.0649087,121.5256777,483,88994,2,184.44,1,0,1,0,11,2015-08-20,2011-07-26,8,13,10,-1,TRUE,TRUE,TRUE,3,2,2
2015Q4,25.0654686,121.5273555,643,5e4,1,77.75999999999998,0,0,1,0,11,2015-08-25,2009-10-21,9,13,10,-1,TRUE,TRUE,TRUE,2,1,1
2015Q4,25.056545,121.5260897,515,38e3,1,73.84,0,0,1,0,11,2015-08-26,2008-12-29,11,13,10,-1,TRUE,TRUE,TRUE,1,1,1
2015Q4,25.0572804,121.5257191,636,42373,1,66.62,1,0,1,0,11,2015-08-13,2009-09-16,9,18,10,-1,TRUE,TRUE,TRUE,1,1,1
2015Q4,25.048653,121.530522,716,28500,1,39.83,1,0,1,0,11,2015-09-01,2008-02-22,11,13,10,-1,TRUE,TRUE,TRUE,1,1,1
2015Q4,25.0814249,121.52326,295,75e3,2,253.89,0,0,1,1,6,2015-08-06,2007-06-21,8,14,10,-1,TRUE,TRUE,TRUE,4,2,2
2015Q4,25.0922767,121.5223488,743,25e3,1,33.64,0,0,1,0,6,2015-08-17,2012-01-12,6,8,6,-1,TRUE,TRUE,TRUE,1,1,1
2015Q4,25.116063,121.533366,424,75e3,2,176.99,0,0,1,0,6,2015-08-24,1994-01-25,5,9,6,-1,TRUE,TRUE,TRUE,3,2,2
2015Q4,25.0477199,121.5075568,620,45e4,0,726.28,0,0,2,0,8,2015-07-31,1990-10-04,1,13,3,-1,FALSE,TRUE,FALSE,0,0,0
2015Q4,25.044641,121.506596,409,73e3,2,178.48000000000005,0,0,1,0,8,2015-08-31,2012-03-20,18,27,10,-1,TRUE,TRUE,TRUE,2,1,2
2015Q4,25.0445321,121.5255064,688,5e4,1,72.67,0,0,1,0,12,2015-08-20,2007-05-11,12,14,10,-1,TRUE,TRUE,TRUE,2,1,1
2015Q4,25.0251359,121.556072,230,35e3,2,152.02,30.13,1,1,0,10,2015-08-31,1989-05-02,5,7,6,-1,TRUE,TRUE,FALSE,4,2,2
2015Q4,25.0559119,121.550794,259,45e3,2,173.69,0,0,1,0,7,2015-08-28,1994-07-16,4,12,10,-1,TRUE,TRUE,TRUE,2,2,2
2015Q4,25.051669,121.562161,308,78e3,2,252.86,0,0,1,1,7,2015-08-04,2010-11-12,12,18,10,-1,TRUE,TRUE,TRUE,3,2,2
2015Q4,25.0469982,121.5553737,233,33e3,2,141.68,0,0,1,1,7,2015-08-06,1992-02-29,4,6,6,-1,TRUE,TRUE,TRUE,3,2,2
2015Q4,25.0479181,121.5579899,410,128e3,2,312.06,0,0,1,4,7,2015-08-17,1990-11-02,3,12,1,-1,TRUE,TRUE,TRUE,5,1,2
2015Q4,25.0305044,121.5652772,240,4e4,2,166.73000000000005,0,0,1,0,10,2015-08-12,1998-04-20,11,13,10,-1,TRUE,TRUE,TRUE,3,2,2
2015Q4,25.0322281,121.5604846,729,35e3,0,47.99,0,0,1,0,10,2015-08-12,2007-12-25,16,19,10,-1,FALSE,TRUE,TRUE,1,0,0
2015Q4,25.0515776,121.5664223,344,44e3,1,128.09,0,0,1,0,7,2015-08-19,2004-09-07,1,10,6,-1,TRUE,TRUE,TRUE,3,1,1
2015Q4,25.030935,121.567342,312,83150,2,266.55,0,0,1,0,10,2015-08-24,1996-09-03,9,13,10,-1,TRUE,TRUE,TRUE,4,2,2
2015Q4,25.04251,121.578983,1903,2e5,0,105.1,0,0,1,0,10,2015-08-31,1985-03-27,1,7,3,-1,FALSE,FALSE,FALSE,0,0,0
2015Q4,25.03841,121.5719779,NA,5e3,0,0,0,0,0,1,10,2015-08-20,NA,-1,NA,7,-1,TRUE,FALSE,FALSE,0,0,0
2015Q4,25.0260187,121.5546122,781,78e3,1,99.9,1,0,1,0,10,2015-07-19,2010-09-01,12,15,10,-1,TRUE,TRUE,TRUE,2,1,1
2015Q4,25.039768,121.574134,337,36e3,2,106.79,0,0,1,0,10,2015-08-03,NA,5,7,6,-1,TRUE,TRUE,TRUE,3,2,2
2015Q4,25.061011,121.561109,316,31e3,1,98.16,0,0,1,0,7,2015-08-18,1978-03-22,4,7,6,-1,TRUE,FALSE,TRUE,2,1,1
2015Q4,25.0507034,121.5580138,359,15e3,1,41.82,0,0,1,0,7,2015-08-30,1977-05-05,7,11,10,-1,TRUE,TRUE,TRUE,1,1,1
2015Q4,25.045894,121.568593,471,62e3,2,131.52,0,0,1,0,10,2015-08-31,2007-05-24,6,14,10,-1,TRUE,TRUE,TRUE,3,1,2
2015Q4,25.0573336,121.5591537,235,3e4,2,127.82,101,0,1,0,7,2015-08-25,NA,2,4,5,-1,TRUE,FALSE,FALSE,3,2,2
2015Q4,25.075119,121.5176642,570,5e4,1,87.65,0,0,1,0,3,2015-07-17,2007-08-31,1,12,10,-1,TRUE,TRUE,TRUE,1,1,1
2015Q4,25.048493,121.5187377,423,5e4,2,118.12,0,0,1,0,3,2015-07-25,2009-07-24,7,18,10,-1,TRUE,TRUE,TRUE,2,1,2
2015Q4,25.0524159,121.514927,386,31818,0,82.37,46.5,0,1,0,3,2015-08-13,NA,-1,2,9,-1,FALSE,FALSE,FALSE,0,0,0
2015Q4,25.0568399,121.5204985,399,39800,1,99.73,0,0,1,0,3,2015-08-11,2008-06-26,5,7,6,-1,TRUE,TRUE,TRUE,2,2,1
2015Q4,25.0513873,121.5155936,382,21300,1,55.81,0,0,1,0,3,2015-07-14,2008-12-11,6,14,8,-1,TRUE,TRUE,TRUE,1,1,1
2015Q4,25.048493,121.5187377,536,7e4,2,130.61,0,0,1,0,3,2015-08-14,2009-07-24,8,18,10,-1,TRUE,TRUE,TRUE,3,2,2
2015Q4,25.104822,121.518852,323,62500,0,193.48,0,0,1,0,1,2015-08-05,2013-10-21,8,14,1,-1,FALSE,TRUE,FALSE,0,0,0
2015Q4,25.1085999,121.5305816,227,47e3,2,207.22,0,0,1,0,6,2015-08-05,1987-03-24,2,6,6,-1,TRUE,TRUE,FALSE,4,2,2
2015Q4,25.0899732,121.5195517,228,18e3,1,79,0,0,1,0,6,2015-08-06,1970-05-12,2,3,5,-1,TRUE,FALSE,TRUE,2,2,1
2015Q4,25.1130956,121.5084095,205,5e4,2,243.53,0,0,1,1,1,2015-08-17,2014-04-17,5,13,10,-1,TRUE,TRUE,FALSE,4,2,2
2015Q4,25.0604349,121.5238947,333,34e3,1,102.12,0,0,1,0,11,2015-09-01,1987-04-15,6,10,6,-1,TRUE,TRUE,FALSE,2,1,1
2015Q4,25.07759,121.61222,471,14e4,4,297.44,0,0,1,0,5,2015-08-05,1986-01-27,-1,4,9,-1,TRUE,TRUE,FALSE,7,2,4
2015Q4,25.056386,121.525667,353,81475,2,230.72,0,0,1,0,11,2015-08-24,2013-11-01,7,24,10,-1,TRUE,FALSE,TRUE,4,2,2
2015Q4,25.0545318,121.5230594,1089,18e3,0,16.53,0,0,1,0,11,2015-09-01,1980-01-31,4,7,1,-1,FALSE,TRUE,TRUE,1,0,0
2015Q4,25.0689645,121.6134973,557,82e3,0,147.19,0,0,1,0,5,2015-08-26,2006-10-27,1,13,3,-1,FALSE,TRUE,FALSE,0,0,0
2015Q4,25.0649087,121.5256777,535,48e3,1,89.73,0,0,1,0,11,2015-08-31,2011-07-26,9,13,10,-1,TRUE,TRUE,TRUE,2,1,1
2015Q4,25.046754,121.5318614,305,15e3,1,49.21,0,0,1,0,11,2015-08-14,1980-12-31,1,10,10,-1,TRUE,TRUE,TRUE,1,1,1
2015Q4,25.033616,121.550768,597,25e3,1,41.88,4.59,0,1,0,2,2015-08-21,1996-07-05,9,12,1,-1,TRUE,FALSE,TRUE,1,1,1
2015Q4,25.0359449,121.5545708,663,1e5,0,150.84,31.26,1,1,0,2,2015-08-04,1984-07-21,1,7,6,-1,FALSE,FALSE,FALSE,0,0,0
2015Q4,25.024754,121.5475913,253,25e3,0,98.95,0,0,1,0,2,2015-08-10,1986-02-07,6,12,1,-1,FALSE,TRUE,FALSE,0,0,0
2015Q4,25.024255,121.543699,316,37e3,1,117.09,13.53,1,1,0,2,2015-08-11,1987-05-19,17,18,10,-1,TRUE,TRUE,TRUE,1,1,1
2015Q4,25.0375086,121.5565627,341,63e3,2,184.56,7.66,1,1,0,2,2015-08-03,1982-02-27,6,12,10,-1,TRUE,TRUE,FALSE,3,2,2
2015Q4,25.029204,121.526657,688,58e3,1,84.25,0,0,1,0,2,2015-08-28,2012-04-24,4,6,6,-1,TRUE,FALSE,TRUE,2,2,1
2015Q4,25.0262983,121.5479551,664,68e3,1,102.39,0,0,1,0,2,2015-08-28,NA,1,4,3,-1,TRUE,FALSE,TRUE,3,2,1
2015Q4,25.0346371,121.5380643,512,64e3,2,125.01,0,0,1,0,2,2015-08-10,2007-01-30,8,13,10,-1,TRUE,TRUE,TRUE,3,2,2
2015Q4,25.021216,121.519192,278,29167,2,105,0,0,1,0,12,2015-08-23,2007-03-02,15,10,10,-1,TRUE,TRUE,FALSE,3,2,2
2015Q4,25.0605284,121.5743645,593,237309,0,399.01,0,0,1,3,5,2015-09-01,1997-05-26,5,8,2,-1,FALSE,TRUE,FALSE,0,0,0
2015Q4,25.0234328,121.5018155,354,13e3,1,36.77,0,0,1,0,8,2015-08-05,1975-04-03,2,5,5,-1,TRUE,FALSE,TRUE,2,1,1
2015Q4,25.0274405,121.5123669,373,5e4,2,133.9,0,0,1,0,12,2015-09-01,2008-08-28,6,7,6,-1,TRUE,TRUE,TRUE,3,2,2
2015Q4,25.0308209,121.5097806,198,28e3,2,141.73999999999995,0,0,1,0,12,2015-08-20,1986-01-30,4,5,5,-1,TRUE,FALSE,TRUE,5,2,2
2015Q4,25.0131037,121.5275942,267,28e3,2,104.86,0,0,1,0,12,2015-08-23,1984-11-17,6,10,6,-1,TRUE,TRUE,TRUE,3,2,2
2015Q4,25.0290028,121.5568797,292,68182,0,233.79,817,1,1,0,2,2015-08-17,1990-09-01,7,12,1,-1,TRUE,TRUE,TRUE,6,1,0
2015Q4,25.0310886,121.5571994,677,42e3,1,62,0,0,1,0,2,2015-09-01,2008-06-27,9,14,10,-1,TRUE,TRUE,TRUE,1,1,1
2015Q4,25.0757282,121.5782999,220,22e3,2,100.21,0,0,1,0,5,2015-08-30,1980-10-13,3,5,5,-1,TRUE,FALSE,TRUE,3,2,2
2015Q4,25.0648812,121.5270602,256,24e3,3,93.91,0,0,1,0,11,2015-08-04,NA,2,4,5,-1,TRUE,FALSE,TRUE,4,2,3
2015Q4,25.0759463,121.5851419,373,3e4,1,80.41,12.65,1,1,0,5,2015-08-29,2013-11-01,4,10,6,-1,TRUE,TRUE,TRUE,2,1,1
2015Q4,25.0605813,121.5210928,365,7400,1,20.28,0,0,0,0,11,2015-08-07,1972-07-31,4,4,8,-1,TRUE,FALSE,TRUE,1,0,1
2015Q4,25.0592987,121.5279066,529,8500,1,16.07,0,0,0,0,11,2015-08-10,NA,4,4,8,-1,TRUE,FALSE,TRUE,1,0,1
2015Q4,25.0677199,121.5244562,642,52e3,1,80.98,0,0,1,0,11,2015-08-10,1984-09-08,1,5,5,-1,TRUE,FALSE,FALSE,1,1,1
2015Q4,25.0456563,121.5329859,264,38800,2,146.78,0,0,1,0,11,2015-08-12,1996-12-12,6,15,10,-1,TRUE,TRUE,TRUE,3,2,2
2015Q4,25.055793,121.525628,522,4e4,1,76.7,0,0,1,0,11,2015-09-02,2010-04-09,5,15,10,-1,TRUE,TRUE,TRUE,1,1,1
2015Q4,25.066241,121.611658,197,35e3,2,177.60000000000005,0,0,1,0,5,2015-08-23,2008-07-01,11,11,10,-1,TRUE,TRUE,TRUE,3,2,2
2015Q4,25.0799024,121.5958569,286,37e3,2,129.51,0,0,1,0,5,2015-08-23,1998-07-17,6,24,10,-1,TRUE,TRUE,TRUE,3,2,2
2015Q4,25.0758912,121.585368,157,11e3,1,70.22,0,0,0,0,5,2015-08-18,1982-12-24,4,5,5,-1,TRUE,FALSE,TRUE,1,1,1
2015Q4,25.079158,121.557279,257,4e4,2,155.75,0,0,1,0,11,2015-08-26,2000-06-28,1,12,10,-1,TRUE,TRUE,TRUE,3,2,2
2015Q4,25.073559,121.602321,300,53500,1,178.08999999999997,0,0,1,0,5,2015-08-26,2006-03-21,1,10,3,-1,TRUE,TRUE,FALSE,1,1,1
2015Q4,25.0463313,121.5323976,343,13e3,1,37.94,0,0,1,0,11,2015-08-23,1988-12-16,11,12,8,-1,TRUE,TRUE,TRUE,1,1,1
2015Q4,25.0496362,121.533209,503,12500,1,24.86,0,0,0,0,11,2015-08-10,1973-06-12,4,6,8,-1,TRUE,FALSE,TRUE,1,0,1
2015Q4,25.0572804,121.5257191,751,5e4,1,66.62,0,0,1,0,11,2015-08-15,2009-09-16,11,18,10,-1,TRUE,TRUE,TRUE,1,1,1
2015Q4,25.118439,121.5323614,1622,28e4,2,172.63,0,0,1,0,6,2015-08-04,1975-07-30,-1,2,3,-1,TRUE,FALSE,FALSE,0,2,2
2015Q4,25.1034301,121.5248822,737,5e4,1,67.87,0,0,1,0,6,2015-08-27,2012-05-22,1,13,10,-1,TRUE,TRUE,FALSE,0,0,1
2015Q4,25.1185796,121.5277566,260,5e4,2,192.37,0,0,1,0,6,2015-08-06,1985-03-23,6,7,6,-1,TRUE,TRUE,TRUE,4,2,2
2015Q4,25.1103441,121.5286023,320,33e3,2,103.07,0,0,1,0,6,2015-08-11,1979-09-07,1,5,5,-1,TRUE,FALSE,TRUE,3,3,2
2015Q4,25.0881291,121.5223319,345,33e3,1,95.56,0,0,1,0,6,2015-08-16,2009-12-29,4,11,10,-1,TRUE,TRUE,TRUE,1,1,1
2015Q4,25.0460985,121.5148152,1829,1e5,0,54.68,0,0,1,0,12,2015-07-20,NA,1,2,3,-1,FALSE,FALSE,FALSE,0,0,0
2015Q4,25.0241806,121.4936102,169,8e3,1,47.22,0,0,1,0,8,2015-06-24,NA,-1,2,9,-1,TRUE,FALSE,FALSE,2,1,1
2015Q4,25.0464242,121.5143146,334,2e4,1,59.88,0,0,1,0,12,2015-07-30,1995-08-26,3,9,6,-1,TRUE,TRUE,TRUE,1,0,1
2015Q4,25.0470906,121.5531075,578,85e3,0,147.08,0,0,1,0,7,2015-09-02,1988-10-01,1,7,3,-1,FALSE,FALSE,FALSE,0,0,0
2015Q4,25.0308082,121.5575862,500,55e3,1,109.99,0,0,1,0,10,2015-08-15,2008-08-22,1,1,3,-1,TRUE,FALSE,FALSE,0,0,1
2015Q4,25.0447812,121.5669716,732,24e3,1,32.78,0,0,1,0,10,2015-08-14,2006-08-02,11,13,10,-1,TRUE,FALSE,TRUE,1,1,1
2015Q4,25.0589059,121.6120912,238,5e4,2,209.94,0,0,1,1,4,2015-08-15,2011-04-12,6,15,10,-1,TRUE,TRUE,TRUE,3,2,2
2015Q4,25.0588059,121.550997,634,25e3,1,39.44,0,0,1,0,7,2015-08-06,2008-06-24,8,8,8,-1,TRUE,TRUE,TRUE,1,1,1
2015Q4,25.047042,121.561049,303,27e3,1,89.12,25.5,0,1,0,7,2015-08-28,NA,1,4,5,-1,TRUE,FALSE,FALSE,0,0,1
2015Q4,25.1186937,121.5251779,277,35e3,1,126.18,0,0,1,0,6,2015-08-25,1977-12-12,1,5,3,-1,TRUE,FALSE,FALSE,0,1,1
2015Q4,25.1183583,121.5309663,237,31e3,2,130.7,0,0,1,0,6,2015-08-06,1985-05-15,11,12,10,-1,TRUE,TRUE,TRUE,3,2,2
2015Q4,25.104162,121.527193,380,82e3,2,215.6,0,0,1,0,6,2015-08-14,1999-09-15,7,14,10,-1,TRUE,TRUE,TRUE,4,2,2
2015Q4,25.0691137,121.5927226,248,47e3,2,189.26,0,0,1,1,5,2015-08-20,2009-01-06,3,14,10,-1,TRUE,TRUE,FALSE,4,2,2
2015Q4,25.056545,121.5260897,455,27e3,1,59.3,0,0,1,0,11,2015-09-02,2008-12-29,4,13,10,-1,TRUE,TRUE,TRUE,2,1,1
2015Q4,25.058052,121.5412263,530,179917,0,339.15,0,0,1,0,11,2015-08-06,1989-09-25,12,15,1,-1,FALSE,FALSE,FALSE,0,0,0
2015Q4,25.02725,121.533188,598,17e3,1,28.44,0,0,1,0,2,2015-08-20,2008-04-14,5,7,6,-1,TRUE,TRUE,TRUE,0,1,1
2015Q4,25.0259517,121.5294264,270,3e4,2,110.93,0,0,1,0,2,2015-08-09,NA,4,5,5,-1,TRUE,FALSE,TRUE,3,2,2
2015Q4,24.9953248,121.5472792,214,37e3,2,172.97,0,0,1,1,9,2015-08-22,2002-08-21,7,7,6,-1,TRUE,TRUE,TRUE,3,1,2
2015Q4,25.0871536,121.5628092,193,24e3,2,124.38,0,0,1,0,5,2015-09-03,1981-02-12,2,4,5,-1,TRUE,FALSE,TRUE,3,2,2
2015Q4,25.0258049,121.495089,323,15e3,1,46.49,0,0,1,0,8,2015-09-02,NA,-1,2,9,-1,TRUE,FALSE,FALSE,0,1,1
2015Q4,25.0258049,121.495089,230,1e4,1,43.47,0,0,1,0,8,2015-09-02,NA,-1,2,9,-1,TRUE,FALSE,FALSE,0,1,1
2015Q4,25.0572976,121.5116683,425,75e3,0,176.4,0,0,0,0,3,2015-08-10,2007-02-15,1,13,3,-1,FALSE,TRUE,FALSE,0,0,0
